"","ID","orderDate","title","newsletter","websiteDesign","paymentMethod","couponDiscount","purchaseValue","giftwrapping","throughAffiliate","shippingFees","dvd","blueray","vinyl","videogame","videogameDownload","tvEquiment","prodOthers","prodRemitted","prodSecondHand","returnCustomer"
"101",120,2014-12-05,"Mrs","1","1","Cash","0",1,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"102",121,2015-01-08,"Mr","1","3","Cash","0",2,"0","1","0",1,0,0,0,0,0,1,0,0,"0"
"103",122,2014-10-17,"Company","0","1","Invoice","0",4,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"104",124,2014-12-26,"Mr","0","2","Cash","0",1,"0","1","0",0,0,0,1,0,0,0,0,0,"0"
"105",125,2014-08-31,"Mrs","0","1","Current Account","0",1,"0","0","0",0,0,0,0,0,0,0,0,0,"1"
"106",126,2014-06-04,"Mr","0","1","Credit Card","0",2,"0","0","0",0,0,0,0,1,0,0,0,0,"0"
"107",127,2014-07-29,"Others","0","1","Credit Card","0",4,"0","0","0",0,0,2,0,0,0,0,0,0,"0"
"108",128,2014-07-20,"Mr","0","1","Credit Card","0",2,"0","0","0",0,0,0,0,1,0,0,0,0,"0"
"109",129,2014-05-08,"Mr","0","1","Invoice","0",2,"0","0","1",0,1,0,0,0,0,0,0,0,"0"
"110",130,2015-01-09,"Mrs","0","1","Invoice","0",4,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"111",131,2014-12-10,"Mrs","0","1","Invoice","0",2,"0","1","1",0,0,1,0,0,0,0,0,0,"0"
"112",132,2014-05-26,"Others","0","1","Current Account","0",2,"0","0","0",0,0,0,0,0,0,0,0,0,"1"
"113",134,2015-01-07,"Mr","1","3","Cash","0",3,"0","1","0",2,0,0,0,0,0,0,0,0,"1"
"114",135,2014-04-23,"Mr","0","1","Credit Card","0",5,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"115",136,2015-01-15,"Mr","1","2","Invoice","1",4,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"116",137,2014-06-24,"Mrs","0","1","Credit Card","0",2,"0","0","1",0,0,0,0,0,0,0,0,0,"0"
"117",138,2014-09-10,"Mr","0","1","Cash","0",1,"0","0","0",0,1,0,0,0,0,0,0,0,"1"
"118",139,2014-10-20,"Mr","0","1","Current Account","0",3,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"119",140,2014-08-28,"Mr","0","1","Invoice","0",3,"0","0","0",0,0,1,0,0,0,0,0,0,"1"
"120",141,2014-05-30,"Others","0","1","Invoice","1",4,"0","0","0",1,0,0,0,0,0,0,0,0,"1"
"121",142,2015-01-13,"Mr","0","1","Cash","0",4,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"122",143,2014-11-02,"Mr","0","2","Current Account","1",1,"0","1","0",1,1,0,0,0,0,0,0,0,"0"
"123",145,2014-09-28,"Mr","0","1","Invoice","0",3,"0","0","1",2,0,0,0,0,0,0,0,0,"0"
"124",146,2014-10-23,"Mrs","1","2","Cash","0",1,"0","1","0",0,0,0,0,0,0,1,0,0,"0"
"125",149,2014-11-26,"Company","0","3","Invoice","0",3,"0","1","0",2,0,0,0,0,0,0,0,0,"0"
"126",150,2014-12-14,"Mrs","0","1","Invoice","0",4,"0","0","0",0,0,0,0,0,0,1,0,0,"0"
"127",151,2015-01-09,"Company","0","3","Cash","0",2,"0","1","0",2,0,0,0,0,0,0,0,0,"1"
"128",152,2015-01-02,"Mr","0","3","Cash","0",1,"0","1","0",0,0,1,0,0,0,0,0,0,"0"
"129",153,2014-06-12,"Mrs","0","1","Invoice","0",1,"0","0","0",0,0,0,0,1,0,0,0,0,"0"
"130",154,2014-12-05,"Mr","0","1","Credit Card","0",1,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"131",155,2014-05-30,"Mr","0","1","Current Account","0",1,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"132",156,2014-04-28,"Mrs","1","3","Current Account","0",2,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"133",157,2014-05-17,"Company","1","1","Cash","0",5,"0","0","0",0,0,0,0,0,0,0,0,0,"1"
"134",158,2014-11-01,"Others","0","1","Invoice","0",5,"0","0","0",0,0,1,0,0,0,0,0,0,"0"
"135",159,2014-07-30,"Others","0","1","Invoice","0",5,"0","0","0",0,0,1,0,0,0,0,0,0,"1"
"136",160,2014-08-26,"Mr","0","1","Invoice","0",3,"0","0","0",0,0,0,0,0,0,0,0,0,"1"
"137",161,2014-05-26,"Mrs","0","2","Cash","0",3,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"138",162,2014-08-28,"Mr","0","1","Invoice","0",4,"0","0","0",2,0,0,0,0,0,0,0,0,"0"
"139",163,2014-05-01,"Mrs","0","1","Cash","0",3,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"140",164,2014-09-18,"Mr","1","2","Invoice","1",1,"0","1","0",1,1,0,0,0,0,0,0,0,"0"
"141",165,2014-06-13,"Others","1","1","Credit Card","0",1,"0","0","0",0,0,0,0,1,0,0,0,0,"1"
"142",166,2014-10-15,"Mrs","0","3","Cash","0",1,"0","1","0",0,1,0,0,0,0,0,0,0,"0"
"143",167,2014-04-25,"Mr","1","3","Cash","0",2,"0","1","0",0,1,0,0,0,0,0,0,0,"1"
"144",168,2014-10-29,"Mr","1","1","Current Account","0",4,"0","0","0",1,0,0,0,0,0,1,0,0,"0"
"145",169,2015-01-05,"Mr","0","2","Cash","0",2,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"146",170,2014-07-06,"Company","1","1","Invoice","0",1,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"147",172,2015-01-07,"Mrs","1","2","Invoice","0",4,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"148",173,2014-12-17,"Mrs","0","1","Invoice","0",2,"0","0","1",0,0,0,0,0,0,0,0,0,"0"
"149",174,2014-10-01,"Mr","0","1","Current Account","0",3,"0","0","0",1,0,0,0,0,0,0,0,1,"0"
"150",175,2015-01-14,"Mrs","0","1","Cash","0",4,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"151",176,2014-05-18,"Mr","1","1","Invoice","0",3,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"152",177,2015-01-05,"Mr","0","2","Invoice","1",1,"0","1","1",1,0,0,0,0,0,0,0,0,"0"
"153",178,2014-10-20,"Mr","0","2","Current Account","1",1,"0","1","1",1,0,0,0,0,0,0,0,0,"0"
"154",180,2014-09-19,"Mr","0","1","Invoice","0",5,"0","0","0",0,0,0,0,0,0,0,0,0,"1"
"155",181,2014-07-31,"Mr","0","3","Cash","0",4,"0","1","0",2,0,0,0,0,0,0,0,0,"0"
"156",182,2015-01-06,"Mrs","0","2","Cash","0",3,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"157",183,2014-11-24,"Mrs","0","1","Credit Card","0",5,"0","0","0",0,0,0,1,0,0,0,0,0,"0"
"158",184,2015-01-13,"Mrs","0","3","Cash","0",4,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"159",185,2015-01-17,"Mr","0","1","Current Account","1",1,"0","0","0",0,0,0,0,0,0,0,0,0,"1"
"160",186,2014-12-13,"Mr","0","1","Current Account","0",1,"0","0","1",0,0,1,0,0,0,0,0,0,"0"
"161",187,2014-11-17,"Others","0","1","Credit Card","0",2,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"162",188,2014-12-08,"Mr","0","2","Current Account","1",1,"0","1","0",0,2,0,0,0,0,0,0,0,"0"
"163",190,2014-11-02,"Mrs","0","1","Invoice","0",1,"0","0","1",0,0,0,0,0,0,0,0,1,"0"
"164",191,2014-09-16,"Mrs","0","1","Current Account","0",2,"0","0","0",0,0,0,0,1,0,0,0,0,"0"
"165",192,2014-07-25,"Mr","0","2","Cash","0",4,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"166",193,2014-08-25,"Mr","0","3","Cash","0",2,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"167",195,2014-10-27,"Mrs","1","3","Cash","0",4,"0","1","0",1,0,0,0,0,0,1,0,0,"0"
"168",196,2014-11-18,"Mrs","0","1","Current Account","0",5,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"169",197,2015-01-03,"Mrs","0","1","Current Account","0",1,"0","0","0",0,0,0,0,0,0,0,1,0,"0"
"170",199,2014-12-10,"Mrs","0","2","Current Account","1",1,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"171",200,2014-11-04,"Mr","1","1","Credit Card","0",2,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"172",202,2014-09-10,"Mrs","0","3","Credit Card","0",3,"0","1","1",0,0,0,0,0,0,0,0,0,"0"
"173",203,2014-05-23,"Mr","0","1","Credit Card","0",4,"0","0","0",0,1,0,0,0,0,0,0,0,"1"
"174",204,2015-01-11,"Mrs","0","1","Invoice","0",3,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"175",205,2015-01-18,"Mr","0","3","Cash","0",4,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"176",206,2014-07-08,"Mrs","1","1","Invoice","0",5,"0","0","0",2,0,0,0,0,0,0,1,0,"0"
"177",207,2014-06-29,"Mrs","0","1","Credit Card","0",5,"0","0","0",0,0,0,0,0,0,1,0,0,"1"
"178",208,2014-07-13,"Company","0","1","Current Account","0",3,"0","0","0",0,3,0,0,0,0,0,0,0,"0"
"179",209,2014-12-28,"Mr","0","1","Invoice","0",4,"0","0","0",3,1,0,0,0,0,0,0,0,"0"
"180",210,2014-11-05,"Mr","0","2","Current Account","1",1,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"181",211,2014-12-26,"Mr","0","1","Invoice","0",3,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"182",212,2014-04-26,"Mr","0","1","Current Account","0",5,"0","0","0",2,4,0,0,0,0,0,0,0,"0"
"183",213,2014-08-22,"Mrs","0","1","Invoice","0",2,"0","0","1",1,0,0,0,0,0,0,1,1,"0"
"184",214,2015-01-13,"Others","0","1","Credit Card","0",5,"0","0","0",1,0,0,1,0,0,0,0,0,"0"
"185",216,2014-08-01,"Mrs","1","1","Current Account","0",4,"0","0","0",1,1,0,0,0,0,0,0,0,"0"
"186",217,2014-10-01,"Mr","0","1","Invoice","0",4,"0","0","0",2,0,0,0,0,0,0,0,0,"0"
"187",218,2015-01-05,"Mr","0","2","Invoice","0",3,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"188",219,2014-05-15,"Others","0","1","Invoice","0",3,"0","0","1",2,0,0,0,0,0,0,0,0,"0"
"189",220,2014-12-23,"Mr","0","2","Current Account","0",4,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"190",221,2014-10-11,"Mr","0","1","Invoice","0",1,"0","0","1",0,0,0,0,0,0,0,0,0,"0"
"191",222,2014-06-18,"Mrs","0","2","Invoice","0",1,"0","1","1",0,1,0,0,0,0,0,0,0,"0"
"192",223,2014-07-06,"Mr","0","1","Cash","0",3,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"193",226,2014-07-29,"Mr","0","2","Current Account","1",1,"0","1","0",0,1,0,0,0,0,0,0,0,"0"
"194",227,2014-07-19,"Mrs","0","1","Invoice","1",3,"0","0","0",0,0,1,0,0,0,0,0,0,"0"
"195",228,2014-05-16,"Company","0","2","Invoice","0",4,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"196",231,2015-01-07,"Mrs","0","1","Current Account","0",1,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"197",232,2014-06-09,"Others","0","1","Invoice","0",2,"0","0","0",0,0,0,0,1,0,0,0,0,"0"
"198",233,2014-08-15,"Mr","0","1","Invoice","1",1,"0","0","0",0,0,0,0,1,0,0,0,0,"0"
"199",234,2014-09-29,"Others","0","1","Invoice","0",4,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"200",235,2014-05-12,"Mrs","0","1","Cash","0",2,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"201",236,2014-10-22,"Mr","0","3","Invoice","0",1,"0","1","1",0,1,0,0,0,0,0,0,0,"1"
"202",237,2014-12-04,"Mr","0","1","Current Account","0",1,"0","0","0",0,0,0,0,1,0,0,0,0,"0"
"203",238,2014-07-17,"Mr","0","1","Invoice","0",4,"0","0","0",0,0,4,0,0,0,0,0,0,"0"
"204",239,2014-09-13,"Others","0","1","Invoice","0",4,"0","0","0",0,0,2,0,0,0,0,0,0,"1"
"205",240,2015-01-08,"Mrs","0","1","Invoice","0",3,"0","0","1",1,0,0,0,0,0,1,0,0,"0"
"206",242,2014-08-11,"Mrs","0","1","Credit Card","0",2,"0","0","1",0,0,0,0,0,0,0,0,0,"0"
"207",243,2014-10-30,"Others","0","1","Invoice","0",4,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"208",244,2014-11-29,"Others","0","2","Invoice","0",3,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"209",245,2014-10-19,"Mr","0","3","Cash","0",3,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"210",247,2014-12-26,"Mrs","0","1","Current Account","0",4,"0","0","0",0,1,0,0,0,0,0,0,0,"0"
"211",248,2014-12-25,"Mrs","0","3","Current Account","0",4,"0","1","0",2,0,0,0,0,0,0,0,0,"0"
"212",250,2014-12-26,"Mr","0","3","Credit Card","0",4,"0","1","0",0,0,0,0,0,0,1,0,0,"0"
"213",251,2014-09-15,"Mr","1","3","Current Account","0",4,"0","1","0",0,0,0,0,0,0,0,0,0,"1"
"214",252,2015-01-10,"Mrs","1","1","Current Account","0",2,"0","0","0",0,0,0,0,0,0,0,0,0,"1"
"215",253,2014-07-12,"Mr","1","2","Invoice","1",2,"0","1","0",2,0,0,0,0,0,0,0,0,"0"
"216",254,2014-07-02,"Mrs","0","1","Cash","0",2,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
"217",255,2015-01-16,"Others","0","1","Invoice","0",1,"0","0","1",1,0,0,0,0,0,0,0,0,"0"
"218",257,2014-05-26,"Mrs","0","2","Current Account","0",2,"0","1","1",0,0,0,0,0,0,0,0,0,"0"
"219",258,2014-07-07,"Mr","0","2","Invoice","1",1,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"220",259,2014-08-19,"Mr","0","3","Cash","0",1,"0","1","0",0,0,0,0,0,0,0,0,0,"1"
"221",260,2014-10-04,"Others","0","1","Invoice","0",4,"0","0","0",0,3,0,0,0,0,0,0,0,"0"
"222",262,2014-11-03,"Mrs","0","3","Current Account","0",3,"0","1","0",2,1,0,0,0,0,0,0,0,"0"
"223",263,2014-11-13,"Company","0","3","Invoice","0",2,"0","1","0",0,0,0,0,1,0,0,0,0,"0"
"224",265,2014-08-12,"Mrs","0","3","Current Account","0",2,"0","1","0",0,0,0,0,0,0,0,0,0,"0"
"225",266,2015-01-21,"Mr","0","2","Invoice","1",1,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"226",267,2014-09-08,"Mrs","0","1","Invoice","0",3,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"227",268,2014-10-07,"Mrs","0","2","Current Account","1",1,"0","1","0",1,0,0,0,0,0,0,0,0,"0"
"228",269,2014-04-24,"Company","0","1","Current Account","0",4,"0","0","0",2,0,0,0,0,0,0,0,0,"0"
"229",270,2014-08-23,"Others","0","1","Current Account","0",2,"0","0","0",0,0,0,0,0,0,0,0,0,"0"
"230",271,2014-08-25,"Mrs","0","2","Credit Card","0",2,"0","1","0",0,0,0,0,1,0,0,0,0,"0"
"231",272,2014-11-26,"Mrs","1","2","Credit Card","0",3,"0","1","0",1,0,0,0,0,0,0,0,0,"1"
"232",273,2014-12-15,"Others","0","1","Current Account","0",3,"0","0","0",1,0,0,0,0,0,0,0,0,"0"
